datum,Slovenija_bencin,Slovenija_dizel,Avstrija_bencin,Avstrija_dizel,Italija_bencin,Italija_dizel
2021-12-20,1286.13,1397.52,1398.0,1389.0,1722.46,1587.14
2022-01-03,1318.03,1367.28,1395.0,1380.0,1723.06,1587.92
2022-01-10,1329.75,1399.4,1406.0,1395.0,1733.4,1598.01
2022-01-17,1342.37,1436.75,1418.0,1408.0,1754.31,1620.24
2022-01-24,1350.71,1453.15,1427.0,1418.0,1778.64,1647.14
2022-01-31,1370.96,1465.28,1439.0,1430.0,1796.72,1667.29
2022-02-07,1379.59,1419.86,1453.0,1441.0,1819.32,1690.59
2022-02-14,1382.8,1422.39,1470.0,1457.0,1835.26,1708.19
2022-02-21,1406.98,1440.13,1478.0,1464.0,1849.94,1722.36
2022-02-28,1427.02,1445.8,1528.0,1520.0,1868.86,1740.47
2022-03-07,1446.48,1470.19,1691.0,1719.0,1953.14,1829.33
2022-03-14,1503.36,1543.99,1987.0,2023.0,2184.58,2154.63
2022-03-21,1552.62,1636.95,1738.0,1828.0,2137.19,2124.56
2022-03-28,1502.88,1541.0,1756.0,1898.0,1870.44,1857.88
2022-04-04,1503.0,1541.0,1716.0,1843.0,1792.72,1788.17
2022-04-11,1503.0,1541.0,1689.0,1797.0,1765.36,1760.56
2022-04-25,1503.0,1541.0,1719.0,1832.0,1766.28,1767.42
2022-05-02,1503.0,1541.0,1732.0,1859.0,1778.28,1791.12
2022-05-09,1560.39,1668.1,1755.0,1875.0,1808.27,1830.6
2022-05-16,1632.43,1794.85,1774.0,1858.0,1823.14,1827.96
2022-05-23,1560.0,1668.0,1808.0,1839.0,1873.11,1819.95
2022-05-30,1560.0,1668.0,1826.0,1826.0,1885.46,1812.79
2022-06-06,1560.0,1668.0,1988.0,1923.0,1940.54,1851.52
2022-06-13,1560.0,1668.0,2048.0,2023.0,2014.26,1935.27
2022-06-20,1560.0,1668.0,2089.0,2069.0,2063.48,2006.04
2022-06-27,1606.53,1724.54,2102.0,2079.0,2073.98,2033.83
2022-07-04,1772.32,1865.51,2086.0,2072.0,2065.05,2022.53
2022-07-11,1759.65,1848.35,2100.0,2092.0,2028.44,1981.63
2022-07-18,1746.7,1839.33,2040.0,2036.0,1988.71,1940.89
2022-07-25,1704.63,1792.0,1996.0,2010.0,1937.48,1894.46
2022-08-01,1650.69,1742.97,1964.0,1976.0,1877.15,1851.65
2022-08-08,1627.44,1742.52,1860.0,1866.0,1830.6,1811.28
2022-08-15,1569.17,1723.7,1761.0,1770.0,1770.22,1756.53
2022-08-22,1554.87,1705.5,1765.0,1799.0,1749.31,1744.4
2022-08-29,1522.32,1677.17,1758.0,1865.0,1761.48,1808.69
2022-09-05,1520.01,1725.46,1744.0,1900.0,1746.58,1838.4
2022-09-12,1516.66,1802.21,1751.0,1958.0,1722.22,1827.79
2022-09-19,1449.93,1760.46,1705.0,1933.0,1691.49,1803.09
2022-09-26,1372.91,1712.03,1679.0,1917.0,1656.12,1761.73
2022-10-03,1371.21,1672.8,1724.0,1955.0,1632.81,1738.33
2022-10-10,1369.03,1630.08,1760.0,2007.0,1659.78,1788.98
2022-10-17,1388.69,1659.0,1786.0,2048.0,1697.59,1882.67
2022-10-24,1426.71,1709.12,1764.0,2045.0,1691.24,1880.08
2022-10-31,1432.69,1736.78,1753.0,2042.0,1677.74,1865.54
2022-11-07,1448.71,1807.55,1736.0,2022.0,1687.73,1858.56
2022-11-14,1462.81,1770.27,1715.0,1937.0,1709.93,1852.46
2022-11-21,1492.67,1740.14,1666.0,1852.0,1697.11,1809.92
2022-11-28,1483.94,1692.89,1597.0,1787.0,1659.8,1747.93
2022-12-05,1473.83,1645.85,1547.0,1735.0,1689.44,1764.68
2022-12-12,1423.08,1611.83,1502.0,1690.0,1701.59,1770.08
2022-12-19,1376.07,1581.91,1468.0,1666.0,1662.96,1717.14
2022-12-26,1318.35,1545.02,1454.0,1654.0,1625.22,1689.77
2023-01-02,1266.76,1510.6,1492.0,1685.0,1827.09,1890.84
2023-01-09,1272.66,1506.97,1570.0,1743.0,1812.01,1868.13
2023-01-16,1300.96,1525.48,1567.0,1740.0,1813.58,1863.68
2023-01-23,1293.77,1512.16,1589.0,1762.0,1829.47,1875.1
2023-01-30,1300.64,1511.47,1608.0,1779.0,1871.31,1912.32
2023-02-06,1325.05,1528.61,1583.0,1722.0,1872.37,1897.04
2023-02-13,1368.5,1557.81,1574.0,1682.0,1859.74,1853.17
2023-02-20,1367.06,1535.29,1587.0,1669.0,1860.01,1836.58
2023-02-27,1368.45,1516.16,1581.0,1645.0,1856.45,1821.71
2023-03-06,1369.43,1516.09,1590.0,1664.0,1852.84,1809.06
2023-03-13,1371.08,1514.42,1592.0,1646.0,1859.93,1812.58
2023-03-20,1376.73,1520.49,1563.0,1614.0,1855.34,1801.8
2023-03-27,1386.26,1528.92,1557.0,1600.0,1850.86,1800.67
2023-04-03,1386.55,1502.08,1576.0,1585.0,1858.14,1766.67
2023-04-10,1391.29,1478.57,1623.0,1605.0,1875.28,1767.22
2023-04-17,1407.49,1479.94,1616.0,1580.0,1885.7,1766.49
2023-04-24,1433.73,1470.43,1603.0,1568.0,1877.95,1745.61
2023-05-01,1414.0,1439.0,1581.0,1534.0,1857.54,1710.83
2023-05-08,1437.0,1476.29,1555.0,1496.0,1834.76,1679.86
2023-05-15,1419.78,1458.66,1555.0,1492.0,1811.6,1654.14
2023-05-22,1405.87,1449.04,1550.0,1488.0,1807.54,1650.33
2023-05-29,1401.94,1449.71,1569.0,1499.0,1818.47,1662.3
2023-06-05,1404.53,1455.96,1567.0,1487.0,1822.23,1661.44
2023-06-12,1414.49,1456.86,1583.0,1506.0,1831.44,1668.44
2023-06-19,1431.98,1460.64,1571.0,1508.0,1840.97,1677.35
2023-06-26,1437.22,1473.74,1577.0,1530.0,1852.43,1690.32
2023-07-03,1448.9,1493.59,1565.0,1521.0,1846.49,1685.02
2023-07-10,1457.5,1504.73,1557.0,1531.0,1844.85,1683.77
2023-07-17,1471.29,1518.57,1583.0,1559.0,1859.58,1703.27
2023-07-24,1478.92,1532.09,1588.0,1558.0,1864.04,1709.59
2023-07-31,1491.74,1551.26,1628.0,1609.0,1897.95,1746.1
2023-08-07,1510.74,1575.52,1650.0,1661.0,1929.24,1796.41
2023-08-14,1549.38,1607.06,1672.0,1691.0,1939.06,1827.71
2023-08-21,1547.02,1607.1,1677.0,1692.0,1946.16,1845.34
2023-08-28,1543.75,1602.9,1691.0,1707.0,1947.72,1847.35
2023-09-04,1554.61,1605.86,1696.0,1714.0,1954.47,1855.61
2023-09-11,1569.17,1609.29,1699.0,1745.0,1969.59,1876.7
2023-09-18,1567.32,1614.53,1718.0,1796.0,1997.29,1924.02
2023-09-25,1569.12,1629.62,1712.0,1794.0,2001.89,1938.24
2023-10-02,1580.43,1651.27,1692.0,1792.0,1991.58,1932.12
2023-10-09,1603.37,1689.28,1663.0,1773.0,1962.69,1921.63
2023-10-16,1577.07,1680.43,1630.0,1750.0,1918.68,1897.3
2023-10-23,1548.43,1674.85,1617.0,1745.0,1895.48,1883.7
2023-10-30,1548.21,1674.9,1601.0,1733.0,1872.85,1865.34
2023-11-06,1551.85,1679.97,1600.0,1735.0,1854.2,1847.71
2023-11-13,1546.84,1653.82,1581.0,1699.0,1834.98,1824.28
2023-11-20,1543.42,1630.22,1556.0,1663.0,1815.68,1796.53
2023-11-27,1531.24,1597.85,,,1805.32,1785.41
2023-12-04,1515.16,1560.57,1544.0,1653.0,1797.06,1773.4
2023-12-11,1471.45,1520.77,1506.0,1617.0,1780.08,1753.7
2023-12-18,1430.53,1486.64,1483.0,1589.0,1765.91,1732.08
2023-12-25,1415.43,1468.17,1478.0,1594.0,1765.91,1732.08
2024-01-01,1415.43,1468.17,1478.0,1594.0,1772.05,1730.66
2024-01-08,1400.25,1453.88,1534.0,1636.0,1773.66,1730.54
2024-01-15,1412.25,1468.17,1532.0,1634.0,1768.94,1724.52
2024-01-22,1397.59,1448.42,1538.0,1645.0,1777.8,1734.14
2024-01-29,1390.38,1440.58,1561.0,1667.0,1811.86,1766.89
2024-02-05,1400.95,1455.87,1573.0,1686.0,1826.72,1785.61
2024-02-12,1421.1,1483.21,1579.0,1704.0,1839.98,1801.49
2024-02-19,1433.91,1499.53,1600.0,1725.0,1863.91,1832.56
2024-02-26,1455.73,1521.99,1594.0,1710.0,1858.97,1826.36
2024-03-04,1471.61,1535.24,1597.0,1690.0,1851.97,1812.73
2024-03-11,1500.79,1549.5,1596.0,1679.0,1852.73,1800.71
2024-03-18,1499.99,1548.75,1596.0,1672.0,1851.39,1789.97
2024-03-25,1500.16,1547.57,1610.0,1681.0,1877.18,1800.72
2024-04-01,1515.38,1552.5,1637.0,1679.0,1887.2,1793.05
2024-04-08,1534.25,1556.65,1665.0,1696.0,1900.79,1798.77
2024-04-15,1539.48,1561.49,1678.0,1690.0,1913.74,1806.87
2024-04-22,1552.9,1569.7,1687.0,1685.0,1920.49,1802.5
2024-04-29,1560.44,1564.52,1673.0,1641.0,1914.59,1789.87
2024-05-06,1578.77,1561.03,1660.0,1622.0,1912.29,1775.21
2024-05-13,1567.35,1536.11,1650.0,1610.0,1898.59,1753.3
2024-05-20,1554.21,1513.66,1628.0,1597.0,1882.89,1733.26
2024-05-27,1535.58,1498.94,1630.0,1599.0,1873.93,1722.41
2024-06-03,1507.28,1481.79,1615.0,1589.0,1865.1,1710.95
2024-06-10,1497.3,1481.99,1587.0,1564.0,1850.71,1694.99
2024-06-17,1484.24,1481.87,1603.0,1590.0,1844.38,1694.32
2024-06-24,1472.44,1475.8,1609.0,1607.0,1845.63,1715.81
2024-07-01,1459.8,1474.49,1620.0,1620.0,1859.74,1737.52
2024-07-08,1471.65,1495.48,1630.0,1629.0,1871.49,1751.72
2024-07-15,1496.68,1527.99,1628.0,1626.0,1869.84,1751.01
2024-07-22,1511.86,1539.88,1603.0,1600.0,1862.18,1742.43
2024-07-29,1535.7,1551.81,1601.0,1599.0,1851.45,1730.64
2024-08-05,1538.1,1555.22,1597.0,1590.0,1838.6,1717.25
2024-08-12,1538.89,1557.63,1574.0,1562.0,1827.97,1705.2
2024-08-19,1544.63,1566.62,1564.0,1558.0,1822.12,1698.41
2024-08-26,1542.77,1562.07,1541.0,1533.0,1810.97,1684.24
2024-09-02,1526.54,1556.08,1535.0,1534.0,1795.76,1668.07
2024-09-09,1507.41,1550.9,1506.0,1513.0,1782.35,1655.45
2024-09-16,1498.62,1542.52,1500.0,1510.0,1759.44,1635.68
2024-09-23,1488.19,1539.04,1481.0,1488.0,1742.98,1622.17
2024-09-30,1478.77,1522.32,1471.0,1479.0,1734.83,1615.51
2024-10-07,1456.19,1490.86,1499.0,1513.0,1731.41,1612.36
2024-10-14,1470.85,1509.96,1514.0,1527.0,1757.47,1639.97
2024-10-21,1477.8,1517.75,1503.0,1510.0,1765.34,1645.3
2024-10-28,1492.48,1529.0,1501.0,1508.0,1762.1,1635.45
2024-11-04,1520.45,1547.01,1481.0,1499.0,1756.48,1631.93
2024-11-11,1508.22,1542.27,1492.0,1522.0,1756.36,1635.33
2024-11-18,1492.88,1535.2,1501.0,1542.0,1753.91,1634.42
2024-11-25,1490.54,1544.52,1507.0,1553.0,1758.14,1648.88
2024-12-02,1488.66,1559.92,1502.0,1545.0,1763.67,1661.54
2024-12-09,1492.32,1567.24,1503.0,1545.0,1757.09,1655.42
2024-12-16,1499.82,1579.54,1513.0,1541.0,1750.38,1647.8
2024-12-23,1500.38,1573.83,1523.0,1563.0,1754.6,1653.28
2024-12-30,1500.38,1573.83,1517.0,1553.0,1756.73,1656.03
2025-01-06,1507.37,1568.74,1552.0,1594.0,1772.59,1671.86
2025-01-13,1514.66,1585.28,1565.0,1594.0,1793.1,1692.43
2025-01-20,1514.23,1584.7,1597.0,1630.0,1823.06,1726.9
2025-01-27,1529.93,1597.97,1589.0,1624.0,1831.25,1739.48
2025-02-03,1538.21,1611.62,1569.0,1596.0,1823.49,1730.36
2025-02-10,1555.27,1634.21,1577.0,1599.0,1823.49,1730.36
2025-02-17,1548.94,1618.21,1578.0,1600.0,1824.64,1727.34
2025-02-24,1541.78,1602.41,1579.0,1607.0,1823.63,1726.95
2025-03-03,1544.19,1607.77,1557.0,1586.0,1816.14,1719.08
2025-03-10,1545.21,1614.23,1533.0,1557.0,1801.83,1703.75
2025-03-17,1518.0,1589.67,1488.0,1518.0,1782.14,1683.35
2025-03-24,1486.8,1565.55,1503.0,1528.0,1767.34,1666.89
2025-03-31,1481.67,1547.41,1518.0,1540.0,1761.76,1659.51
2025-04-07,1474.76,1529.51,1520.0,1528.0,1761.2,1657.17
2025-04-14,1485.37,1534.21,1508.0,1508.0,1738.73,1632.42
2025-04-21,1506.66,1544.22,1502.0,1509.0,1716.1,1609.69
2025-04-28,1482.92,1515.12,1492.0,1492.0,1705.23,1598.8
2025-05-05,1431.23,1465.36,1490.0,1487.0,1696.76,1589.49
2025-05-12,1430.42,1462.26,1476.0,1465.0,1689.68,1578.61
2025-05-19,1425.77,1456.75,1491.0,1475.0,1698.71,1591.15
2025-05-26,1432.36,1458.34,1494.0,1476.0,1697.83,1598.57
2025-06-02,1444.74,1463.03,1488.0,1467.0,1693.05,1591.57
2025-06-09,1446.16,1460.69,1490.0,1472.0,1689.77,1585.58
2025-06-16,1451.14,1459.42,1517.0,1506.0,1696.55,1593.69
2025-06-23,1448.28,1458.27,1556.0,1582.0,1734.08,1643.08
2025-06-30,1443.5,1456.72,1533.0,1538.0,1747.25,1675.91
2025-07-07,1451.17,1473.32,1526.0,1542.0,1733.47,1663.66
2025-07-14,1463.79,1497.05,1535.0,1560.0,1728.84,1662.84
2025-07-21,1451.92,1493.04,1526.0,1557.0,1727.25,1663.72
2025-07-28,1436.24,1487.93,1532.0,1545.0,1720.58,1660.36
2025-08-04,1436.65,1490.72,1533.0,1555.0,1712.69,1648.86
2025-08-11,1437.27,1494.44,1511.0,1524.0,1709.33,1641.44
2025-08-18,1439.44,1482.06,1498.0,1508.0,1701.28,1631.42
2025-08-25,1442.22,1467.0,1507.0,1516.0,1695.43,1622.04
2025-09-01,1442.15,1466.04,1501.0,1508.0,1696.77,1622.47
2025-09-08,1442.11,1464.82,1507.0,1517.0,1705.35,1630.15
2025-09-15,1448.44,1473.34,1510.0,1515.0,1710.83,1634.84
2025-09-22,1458.04,1485.42,1506.0,1514.0,1713.49,1638.35
2025-09-29,1460.31,1486.84,1512.0,1518.0,1711.7,1637.71
2025-10-06,1463.91,1488.82,1502.0,1514.0,1708.86,1636.02
2025-10-13,1461.37,1487.84,1503.0,1509.0,1699.29,1625.43
2025-10-20,1458.02,1486.98,1495.0,1496.0,1690.31,1615.8
2025-10-27,1449.08,1473.41,1515.0,1532.0,1683.46,1608.83
2025-11-03,1437.0,1457.94,1512.0,1531.0,1694.83,1632.28
2025-11-10,1444.06,1476.31,1522.0,1575.0,1705.53,1654.33
2025-11-17,1453.9,1496.02,1535.0,1575.0,1719.53,1682.79
2025-11-24,1453.78,1496.13,1539.0,1595.0,1730.71,1702.63
2025-12-01,1453.81,1495.73,1506.0,1568.0,1727.17,1701.37
2025-12-08,1452.09,1489.28,1487.0,1526.0,1718.24,1684.25
2025-12-15,1449.91,1481.97,1485.0,1515.0,1708.0,1665.14
2025-12-22,1441.51,1465.32,1471.0,1498.0,1690.02,1642.55
2025-12-29,1431.95,1451.55,1461.0,1492.0,1678.89,1628.6
2026-01-05,1409.89,1433.68,1470.0,1495.0,1654.7,1644.17
2026-01-12,1380.0,1409.11,1453.0,1477.0,1627.29,1660.37
2026-01-19,1381.15,1403.57,1455.0,1487.0,1626.16,1660.71
2026-01-26,1382.8,1401.13,1480.0,1509.0,1634.95,1673.47
2026-02-02,1393.85,1416.79,1482.0,1520.0,1641.55,1681.86
2026-02-09,1409.86,1437.86,1485.0,1529.0,1644.88,1691.03
2026-02-16,1414.28,1447.95,1478.0,1518.0,1648.33,1695.49
2026-02-23,1419.7,1459.7,1509.0,1546.0,1654.56,1701.83
2026-03-02,1426.08,1460.62,1515.0,1564.0,1670.39,1720.69
2026-03-09,1434.82,1462.19,1708.0,1898.0,1745.16,1869.24
2026-03-16,1443.02,1483.72,1743.0,1954.0,1819.19,2033.45
2026-03-23,1464.98,1524.36,1841.0,2109.0,1778.74,2023.15
2026-03-30,1506.95,1619.89,1879.0,2204.0,1733.36,2032.73
2026-04-06,1606.96,1769.08,1787.0,2228.0,1761.93,2092.08
2026-04-13,1634.76,1852.15,1718.0,2075.0,1782.67,2153.44
2026-04-20,1646.52,1874.21,1691.0,1948.0,1762.82,2114.71
2026-04-27,1616.9,1791.4,1712.0,1910.0,1732.07,2059.56
2026-05-04,1619.77,1742.24,1793.0,1999.0,1789.28,2045.59
2026-05-11,1661.53,1733.09,1796.0,1913.0,1933.04,2019.92
2026-05-18,1690.02,1744.22,1813.0,1914.0,1936.82,1982.73
2026-05-25,1699.33,1751.08,1809.0,1906.0,1963.96,1989.32
2026-06-01,1719.19,1762.82,1735.0,1830.0,1951.51,2019.43
2026-06-08,1672.97,1714.3,1726.0,1831.0,1921.02,1982.73
2026-06-15,1608.28,1675.62,1726.0,1820.0,1895.46,2004.65
2026-06-22,1600.88,1710.46,1650.0,1724.0,1850.24,1948.66
2026-06-29,1576.08,1678.54,1649.0,1711.0,1811.85,1897.02
2026-07-06,1545.63,1619.14,1686.0,1730.0,1810.0,1887.18
2026-07-13,1559.79,1633.8,1762.0,1840.0,1863.55,1956.95
2026-07-20,1586.6,1689.62,1833.0,1931.0,1910.32,2038.17
2026-07-27,1626.04,1788.19,1874.0,2051.0,1960.82,2140.63
2026-08-03,1649.42,1864.74,1838.0,2050.0,1992.3,2090.25
2026-08-10,1618.62,1877.58,1721.0,1965.0,1992.63,2080.8
2026-08-17,1577.66,1844.53,1795.0,2043.0,1987.99,2078.92
