datum,Slovenija_bencin,Slovenija_dizel,Avstrija_bencin,Avstrija_dizel,Italija_bencin,Italija_dizel
2014-05-12,1495.0,1378.0,1356.0,1305.0,1736.34,1629.97
2014-05-19,1470.0,1363.0,1366.0,1319.0,1734.87,1627.29
2014-05-26,1470.0,1363.0,1365.0,1314.0,1739.39,1629.38
2014-06-02,1483.0,1376.0,1370.0,1319.0,1739.27,1631.13
2014-06-09,1483.0,1376.0,1363.0,1298.0,1740.27,1628.99
2014-06-16,1487.0,1365.0,1383.0,1341.0,1741.44,1629.38
2014-06-23,1487.0,1365.0,1398.0,1326.0,1753.34,1637.47
2014-06-30,1498.0,1377.0,1399.0,1319.0,1759.34,1642.62
2014-07-07,1498.0,1377.0,1393.0,1309.0,1762.4,1643.38
2014-07-14,1498.0,1377.0,1387.0,1301.0,1763.22,1637.75
2014-07-21,1498.0,1377.0,1387.0,1300.0,1758.78,1626.54
2014-07-28,1478.0,1356.0,1381.0,1299.0,1757.95,1622.72
2014-08-04,1478.0,1356.0,1381.0,1305.0,1755.25,1623.08
2014-08-11,1463.0,1365.0,1365.0,1300.0,1751.42,1622.87
2014-08-18,1463.0,1365.0,1340.0,1293.0,1748.72,1621.66
2014-08-25,1443.0,1360.0,1346.0,1291.0,1741.16,1618.22
2014-09-01,1443.0,1360.0,1362.0,1300.0,1739.31,1617.49
2014-09-08,1441.0,1355.0,1391.0,1323.0,1736.93,1616.55
2014-09-15,1441.0,1355.0,1386.0,1316.0,1734.9,1615.28
2014-09-22,1447.0,1359.0,1382.0,1312.0,1730.05,1612.0
2014-09-29,1447.0,1359.0,1379.0,1304.0,1724.17,1607.04
2014-10-06,1447.0,1359.0,1383.0,1303.0,1722.64,1606.05
2014-10-13,1447.0,1359.0,1373.0,1286.0,1717.65,1598.82
2014-10-20,1447.0,1359.0,1344.0,1269.0,1697.97,1582.19
2014-10-27,1447.0,1359.0,1319.0,1260.0,1680.98,1570.13
2014-11-03,1428.0,1345.0,1320.0,1271.0,1665.92,1562.69
2014-11-10,1428.0,1345.0,1311.0,1269.0,1657.31,1556.26
2014-11-17,1431.0,1351.0,1312.0,1265.0,1647.85,1551.05
2014-11-24,1431.0,1351.0,1294.0,1247.0,1634.72,1541.16
2014-12-01,1403.0,1332.0,1276.0,1223.0,1623.75,1531.6
2014-12-08,1403.0,1332.0,1221.0,1193.0,1595.6,1505.87
2014-12-15,1362.0,1286.0,1191.0,1168.0,1565.86,1472.66
2015-01-05,1292.0,1225.0,1167.0,1144.0,1505.75,1425.68
2015-01-12,1268.0,1197.0,1128.0,1106.0,1472.82,1387.85
2015-01-19,1268.0,1197.0,1109.0,1078.0,1448.29,1359.97
2015-01-26,1240.0,1157.0,1112.0,1082.0,1437.04,1347.99
2015-02-02,1240.0,1157.0,1116.0,1091.0,1445.71,1356.19
2015-02-09,1258.0,1170.0,1153.0,1125.0,1477.26,1387.76
2015-02-16,1258.0,1170.0,1171.0,1148.0,1513.69,1423.98
2015-02-23,1308.0,1220.0,1183.0,1164.0,1533.68,1446.55
2015-03-02,1308.0,1220.0,1196.0,1180.0,1546.8,1460.27
2015-03-09,1308.0,1220.0,1211.0,1178.0,1562.33,1468.37
2015-03-16,1308.0,1220.0,1220.0,1169.0,1575.58,1467.49
2015-03-23,1323.0,1219.0,1215.0,1150.0,1578.16,1456.47
2015-03-30,1323.0,1219.0,1232.0,1153.0,1578.03,1450.87
2015-04-13,1316.0,1198.0,1223.0,1145.0,1574.67,1441.83
2015-04-20,1311.0,1197.0,1255.0,1177.0,1584.72,1452.21
2015-04-27,1311.0,1197.0,1269.0,1188.0,1601.77,1467.84
2015-05-04,1362.0,1245.0,1264.0,1184.0,1610.62,1475.76
2015-05-11,1362.0,1245.0,1269.0,1188.0,1616.71,1481.84
2015-05-18,1369.0,1255.0,1254.0,1177.0,1616.12,1482.95
2015-05-25,1369.0,1255.0,1276.0,1193.0,1614.23,1482.16
2015-06-01,1364.0,1252.0,1275.0,1188.0,1616.16,1484.61
2015-06-08,1364.0,1252.0,1281.0,1188.0,1619.01,1482.16
2015-06-15,1364.0,1242.0,1297.0,1189.0,1623.21,1474.15
2015-06-22,1364.0,1242.0,1291.0,1178.0,1631.53,1473.23
2015-06-29,1372.0,1228.0,1286.0,1174.0,1627.85,1463.59
2015-07-06,1372.0,1228.0,1294.0,1173.0,1625.2,1460.32
2015-07-13,1353.0,1222.0,1305.0,1152.0,1628.05,1453.38
2015-07-20,1353.0,1222.0,1293.0,1139.0,1629.76,1448.0
2015-07-27,1353.0,1187.0,1286.0,1131.0,1616.44,1432.92
2015-08-03,1353.0,1187.0,1269.0,1112.0,1592.6,1417.22
2015-08-10,1331.0,1178.0,1262.0,1097.0,1574.19,1402.17
2015-08-17,1331.0,1178.0,1230.0,1087.0,1563.33,1395.66
2015-08-24,1287.0,1152.0,1204.0,1077.0,1542.91,1381.51
2015-08-31,1287.0,1152.0,1183.0,1065.0,1506.09,1351.08
2015-09-07,1232.0,1121.0,1180.0,1084.0,1498.16,1357.2
2015-09-14,1232.0,1121.0,1173.0,1082.0,1502.48,1369.63
2015-09-21,1241.0,1146.0,1160.0,1073.0,1487.74,1359.0
2015-09-28,1241.0,1146.0,1157.0,1076.0,1478.23,1352.25
2015-10-05,1217.0,1128.0,1141.0,1071.0,1473.02,1349.16
2015-10-12,1217.0,1128.0,1148.0,1082.0,1480.5,1353.62
2015-10-19,1224.0,1133.0,1124.0,1062.0,1476.41,1350.05
2015-10-26,1224.0,1133.0,1109.0,1048.0,1461.32,1338.99
2015-11-02,1199.0,1106.0,1123.0,1066.0,1455.8,1338.3
2015-11-09,1199.0,1106.0,1144.0,1079.0,1462.65,1345.65
2015-11-16,1216.0,1121.0,1152.0,1080.0,1460.79,1344.38
2015-11-23,1216.0,1121.0,1134.0,1070.0,1450.34,1334.34
2015-11-30,1205.0,1113.0,1140.0,1070.0,1457.51,1338.51
2015-12-07,1205.0,1113.0,1128.0,1041.0,1460.16,1333.09
2015-12-14,1220.0,1099.0,1110.0,1020.0,1451.12,1311.81
2016-01-04,1183.0,1025.0,1094.0,987.0,1430.07,1256.07
2016-01-11,1175.0,1015.0,1088.0,981.0,1426.66,1247.32
2016-01-18,1175.0,1015.0,1063.0,954.0,1409.38,1221.92
2016-01-25,1159.0,988.0,1054.0,936.0,1392.09,1196.01
2016-02-01,1159.0,988.0,1057.0,943.0,1387.46,1186.14
2016-02-08,1155.0,978.0,1051.0,948.0,1392.39,1197.52
2016-02-15,1155.0,978.0,1036.0,938.0,1373.5,1192.98
2016-02-22,1119.0,992.0,1043.0,953.0,1361.81,1192.03
2016-02-29,1119.0,992.0,1037.0,950.0,1361.22,1199.42
2016-03-07,1112.0,1000.0,1038.0,957.0,1370.64,1207.28
2016-03-14,1112.0,1000.0,1057.0,983.0,1391.51,1229.71
2016-03-21,1157.0,1038.0,1056.0,988.0,1406.7,1243.24
2016-04-04,1185.0,1050.0,1082.0,982.0,1413.36,1243.4
2016-04-11,1185.0,1050.0,1087.0,974.0,1411.23,1225.62
2016-04-18,1176.0,1020.0,1099.0,988.0,1426.2,1233.46
2016-04-25,1176.0,1020.0,1120.0,1019.0,1438.74,1247.14
2016-05-02,1202.0,1059.0,1137.0,1032.0,1446.96,1265.13
2016-05-09,1202.0,1059.0,1125.0,1024.0,1448.63,1273.79
2016-05-16,1204.0,1079.0,1128.0,1031.0,1445.54,1268.48
2016-05-23,1204.0,1079.0,1138.0,1043.0,1463.42,1289.46
2016-05-30,1218.0,1099.0,1161.0,1068.0,1476.71,1309.85
2016-06-06,1218.0,1099.0,1164.0,1070.0,1484.45,1320.9
2016-06-13,1238.0,1130.0,1152.0,1068.0,1479.97,1319.29
2016-06-20,1238.0,1130.0,1148.0,1060.0,1473.96,1317.76
2016-06-27,1217.0,1123.0,1154.0,1062.0,1470.98,1315.12
2016-07-04,1217.0,1123.0,1152.0,1066.0,1468.26,1311.97
2016-07-11,1223.0,1120.0,1132.0,1048.0,1459.7,1308.54
2016-07-18,1223.0,1120.0,1117.0,1045.0,1448.71,1303.79
2016-07-25,1186.0,1102.0,1115.0,1048.0,1444.46,1299.47
2016-08-01,1186.0,1102.0,1098.0,1029.0,1432.49,1289.4
2016-08-08,1174.0,1080.0,1093.0,1013.0,1422.53,1282.14
2016-08-15,1174.0,1080.0,1092.0,1017.0,1426.52,1282.5
2016-08-22,1175.0,1066.0,1114.0,1045.0,1441.35,1290.71
2016-08-29,1175.0,1066.0,1108.0,1044.0,1454.76,1306.83
2016-09-05,1213.0,1112.0,1114.0,1045.0,1456.77,1304.83
2016-09-12,1213.0,1112.0,1119.0,1053.0,1452.0,1299.1
2016-09-19,1209.0,1098.4,1116.0,1040.0,1451.92,1297.49
2016-09-26,1203.0,1090.3,1121.0,1049.0,1451.9,1296.81
2016-10-03,1205.0,1090.6,1125.0,1054.0,1456.38,1302.42
2016-10-10,1207.0,1099.0,1142.0,1079.0,1471.23,1318.38
2016-10-17,1226.0,1124.0,1157.0,1091.0,1482.87,1330.2
2016-10-24,1226.0,1124.0,1154.0,1087.0,1487.2,1335.48
2016-10-31,1245.0,1149.0,1147.0,1090.0,1494.82,1340.52
2016-11-07,1245.0,1149.0,1137.0,1075.0,1487.1,1339.24
2016-11-14,1236.0,1131.0,1117.0,1063.0,1473.9,1323.48
2016-11-21,1228.0,1123.0,1118.0,1063.0,1458.41,1311.12
2016-11-28,1219.0,1113.6,1129.0,1082.0,1468.14,1320.87
2016-12-05,1206.0,1104.1,1154.0,1110.0,1478.6,1332.67
2016-12-12,1218.52,1117.55,1160.0,1111.0,1499.34,1350.05
2016-12-19,1241.89,1137.97,1171.0,1126.0,1508.88,1369.06
2017-01-02,1270.44,1171.59,1194.0,1147.0,1535.52,1391.9
2017-01-09,1279.71,1177.32,1194.0,1142.0,1550.03,1404.9
2017-01-16,1301.92,1193.65,1192.0,1133.0,1547.49,1400.12
2017-01-23,1300.43,1190.34,1189.0,1125.0,1544.75,1397.33
2017-01-30,1297.64,1188.42,1182.0,1121.0,1543.74,1395.46
2017-02-06,1295.94,1184.26,1190.0,1126.0,1546.0,1397.6
2017-02-13,1296.37,1180.88,1195.0,1126.0,1549.55,1399.97
2017-02-20,1297.93,1182.62,1206.0,1131.0,1555.14,1402.69
2017-02-27,1297.54,1188.63,1212.0,1143.0,1555.24,1403.0
2017-03-06,1299.87,1188.56,1203.0,1132.0,1555.19,1403.59
2017-03-13,1302.59,1191.44,1183.0,1119.0,1548.9,1402.0
2017-03-20,1290.13,1190.55,1151.0,1098.0,1539.01,1393.57
2017-03-27,1275.63,1180.17,1144.0,1095.0,1532.13,1387.31
2017-04-03,1265.08,1163.0,1165.0,1104.0,1527.07,1383.0
2017-04-10,1255.19,1143.75,1194.0,1117.0,1538.09,1392.61
2017-04-24,1282.55,1164.85,1200.0,1121.0,1559.28,1410.49
2017-05-01,1292.91,1171.46,1190.0,1107.0,1555.83,1405.52
2017-05-08,1308.02,1183.07,1173.0,1090.0,1539.66,1391.7
2017-05-15,1282.3,1160.33,1172.0,1087.0,1529.24,1378.8
2017-05-22,1253.91,1138.4,1173.0,1091.0,1525.19,1376.0
2017-05-29,1251.61,1136.23,1173.0,1092.0,1523.83,1375.87
2017-06-05,1251.4,1136.84,1162.0,1075.0,1519.38,1370.7
2017-06-12,1249.87,1136.83,1157.0,1069.0,1511.93,1361.25
2017-06-19,1251.13,1137.75,1156.0,1067.0,1502.93,1352.91
2017-06-26,1235.98,1120.19,1155.0,1073.0,1490.26,1341.64
2017-07-03,1215.38,1101.71,1143.0,1055.0,1488.99,1337.33
2017-07-10,1218.69,1114.35,1148.0,1062.0,1490.68,1338.42
2017-07-17,1226.29,1135.91,1144.0,1056.0,1487.33,1334.72
2017-07-24,1228.72,1141.85,1146.0,1058.0,1489.83,1336.86
2017-07-31,1233.7,1150.13,1144.0,1058.0,1494.19,1341.45
2017-08-07,1237.45,1148.42,1152.0,1069.0,1497.19,1351.86
2017-08-14,1244.42,1159.85,1153.0,1069.0,1498.51,1353.75
2017-08-21,1249.76,1166.66,1151.0,1067.0,1499.35,1354.98
2017-08-28,1256.74,1173.33,1152.0,1067.0,1499.3,1353.9
2017-09-04,1255.28,1168.75,1179.0,1088.0,1508.66,1358.52
2017-09-11,1253.62,1163.68,1196.0,1103.0,1523.42,1368.86
2017-09-18,1268.79,1173.33,1184.0,1098.0,1524.96,1375.48
2017-09-25,1276.77,1187.06,1181.0,1104.0,1521.54,1373.24
2017-10-02,1276.14,1191.57,1184.0,1115.0,1525.48,1382.85
2017-10-09,1271.04,1196.39,1181.0,1117.0,1525.77,1384.77
2017-10-16,1268.46,1203.27,1173.0,1111.0,1524.14,1382.78
2017-10-23,1264.8,1212.57,1174.0,1117.0,1523.78,1388.46
2017-10-30,1262.34,1210.52,1175.0,1120.0,1524.24,1390.36
2017-11-06,1260.5,1208.58,1194.0,1133.0,1532.9,1401.76
2017-11-13,1269.68,1214.15,1216.0,1152.0,1544.13,1413.62
2017-11-20,1279.93,1224.0,1211.0,1144.0,1547.8,1417.31
2017-11-27,1288.2,1231.58,1199.0,1143.0,1545.64,1414.88
2017-12-04,1300.04,1242.6,1202.0,1145.0,1545.84,1415.73
2017-12-11,1295.13,1241.49,1191.0,1138.0,1543.57,1413.31
2017-12-18,1288.89,1236.31,1194.0,1146.0,1549.32,1420.35
2018-01-01,1288.89,1236.31,1205.0,1157.0,1554.54,1426.58
2018-01-08,1290.66,1237.58,1205.0,1156.0,1561.51,1435.68
2018-01-15,1301.46,1242.48,1207.0,1159.0,1566.62,1441.24
2018-01-22,1303.9,1246.91,1205.0,1155.0,1571.37,1446.52
2018-01-29,1307.6,1255.12,1209.0,1156.0,1572.83,1447.78
2018-02-05,1310.92,1252.08,1210.0,1154.0,1573.42,1447.59
2018-02-12,1318.83,1248.56,1198.0,1139.0,1569.91,1443.29
2018-02-19,1308.64,1241.74,1195.0,1132.0,1553.48,1424.46
2018-02-26,1301.03,1233.35,1181.0,1127.0,1546.71,1418.68
2018-03-05,1288.67,1222.15,1180.0,1134.0,1548.87,1424.66
2018-03-12,1273.18,1211.18,1162.0,1120.0,1546.87,1422.46
2018-03-19,1276.34,1214.97,1161.0,1122.0,1544.2,1419.38
2018-03-26,1281.47,1219.99,1175.0,1155.0,1547.08,1422.82
2018-04-09,1300.3,1226.56,1205.0,1154.0,1556.26,1432.51
2018-04-16,1305.61,1235.6,1217.0,1168.0,1562.98,1439.3
2018-04-23,1311.81,1246.56,1225.0,1173.0,1573.32,1450.22
2018-04-30,1316.71,1254.39,1242.0,1190.0,1585.17,1462.9
2018-05-07,1329.94,1269.98,1250.0,1195.0,1592.6,1470.26
2018-05-14,1337.56,1276.82,1267.0,1213.0,1605.99,1483.45
2018-05-21,1351.3,1291.54,1285.0,1233.0,1623.24,1501.52
2018-05-28,1352.18,1291.83,1311.0,1259.0,1642.44,1521.22
2018-06-04,1352.23,1291.55,1308.0,1258.0,1648.66,1528.71
2018-06-11,1358.35,1297.23,1295.0,1244.0,1648.07,1528.15
2018-06-18,1364.36,1305.65,1294.0,1243.0,1645.27,1524.76
2018-06-25,1355.12,1293.52,1281.0,1232.0,1636.72,1516.28
2018-07-02,1344.34,1280.86,1288.0,1240.0,1632.24,1511.55
2018-07-09,1344.28,1277.14,1292.0,1243.0,1632.66,1511.89
2018-07-16,1344.97,1278.57,1287.0,1233.0,1632.4,1510.94
2018-07-23,1347.43,1282.3,1280.0,1225.0,1629.3,1507.11
2018-07-30,1353.71,1287.96,1283.0,1228.0,1627.7,1505.34
2018-08-06,1350.84,1284.5,1289.0,1224.0,1628.76,1506.2
2018-08-13,1343.26,1282.36,1294.0,1226.0,1629.3,1505.87
2018-08-20,1346.32,1285.75,1298.0,1232.0,1627.86,1505.12
2018-08-27,1352.19,1288.37,1297.0,1235.0,1628.98,1506.86
2018-09-03,1352.12,1290.99,1310.0,1250.0,1633.66,1513.18
2018-09-10,1351.83,1293.7,1316.0,1266.0,1642.55,1524.47
2018-09-17,1353.83,1301.14,1324.0,1274.0,1642.69,1525.41
2018-09-24,1358.69,1312.46,1327.0,1275.0,1641.8,1524.91
2018-10-01,1353.51,1310.76,1328.0,1280.0,1644.2,1528.4
2018-10-08,1345.61,1306.37,1334.0,1308.0,1657.58,1548.39
2018-10-15,1357.31,1326.75,1336.0,1319.0,1665.05,1565.52
2018-10-22,1376.63,1350.96,1331.0,1324.0,1661.21,1567.14
2018-10-29,1363.89,1356.17,1325.0,1321.0,1655.7,1565.31
2018-11-05,1349.71,1362.59,1329.0,1323.0,1649.26,1562.23
2018-11-12,1337.83,1358.1,1317.0,1319.0,1636.86,1554.38
2018-11-19,1321.06,1354.51,1313.0,1315.0,1619.37,1543.8
2018-11-26,1300.94,1346.02,1310.0,1312.0,1595.69,1526.55
2018-12-03,1271.55,1337.06,1282.0,1284.0,1565.3,1501.48
2018-12-10,1251.01,1300.31,1242.0,1245.0,1533.5,1474.67
2018-12-17,1228.49,1266.42,1212.0,1219.0,1520.36,1460.96
2019-01-07,1212.21,1230.87,1172.0,1175.0,1486.0,1428.88
2019-01-14,1187.94,1194.86,1169.0,1177.0,1482.55,1426.01
2019-01-21,1190.07,1197.49,1168.0,1212.0,1491.59,1436.28
2019-01-28,1196.82,1205.66,1169.0,1180.0,1494.5,1440.68
2019-02-04,1202.37,1216.57,1160.0,1178.0,1499.38,1445.62
2019-02-11,1213.32,1231.56,1167.0,1190.0,1508.24,1451.68
2019-02-18,1209.6,1233.97,1178.0,1199.0,1517.76,1461.93
2019-02-25,1209.18,1235.49,1197.0,1212.0,1534.68,1479.85
2019-03-04,1225.75,1246.82,1189.0,1215.0,1542.33,1486.87
2019-03-11,1249.21,1263.39,1202.0,1210.0,1548.72,1493.17
2019-03-18,1256.94,1263.67,1207.0,1208.0,1554.03,1496.38
2019-03-25,1269.54,1265.93,1204.0,1205.0,1562.82,1497.19
2019-04-01,1280.32,1260.59,1224.0,1214.0,1573.56,1497.71
2019-04-08,1296.82,1253.02,1244.0,1222.0,1588.6,1499.16
2019-04-15,1308.73,1256.23,1271.0,1232.0,1604.64,1505.5
2019-04-29,1335.98,1267.84,1292.0,1246.0,1625.87,1519.7
2019-05-06,1355.58,1283.07,1288.0,1238.0,1627.81,1519.07
2019-05-13,1355.28,1283.38,1296.0,1244.0,1625.82,1518.33
2019-05-20,1358.99,1289.03,1306.0,1249.0,1624.17,1517.75
2019-05-27,1348.35,1288.62,1313.0,1249.0,1631.14,1524.63
2019-06-03,1339.48,1291.32,1305.0,1237.0,1621.9,1514.36
2019-06-10,1337.04,1279.12,1267.0,1197.0,1605.95,1497.42
2019-06-17,1336.54,1270.33,1263.0,1197.0,1595.79,1486.77
2019-06-24,1312.47,1243.05,1246.0,1187.0,1590.01,1480.69
2019-07-01,1282.62,1214.82,1254.0,1195.0,1588.76,1478.85
2019-07-08,1286.44,1228.44,1269.0,1207.0,1590.42,1480.9
2019-07-15,1295.62,1234.25,1274.0,1208.0,1596.75,1484.47
2019-07-22,1309.97,1238.89,1266.0,1192.0,1599.93,1487.01
2019-07-29,1331.21,1245.28,1263.0,1194.0,1592.01,1478.29
2019-08-05,1330.58,1249.38,1266.0,1198.0,1592.34,1478.79
2019-08-12,1329.58,1255.27,1247.0,1180.0,1579.93,1466.93
2019-08-19,1317.38,1251.94,1237.0,1176.0,1571.8,1458.8
2019-08-26,1299.72,1242.95,1239.0,1180.0,1568.66,1456.84
2019-09-02,1287.16,1242.39,1233.0,1181.0,1566.06,1455.0
2019-09-09,1269.29,1238.51,1246.0,1197.0,1565.19,1454.98
2019-09-16,1270.55,1242.24,1245.0,1200.0,1570.5,1463.15
2019-09-23,1273.72,1248.47,1269.0,1231.0,1589.68,1483.09
2019-09-30,1283.28,1258.57,1244.0,1216.0,1591.92,1485.67
2019-10-07,1301.7,1275.84,1248.0,1210.0,1585.51,1479.13
2019-10-14,1299.46,1267.92,1239.0,1206.0,1579.07,1472.95
2019-10-21,1296.67,1259.95,1232.0,1202.0,1574.44,1469.94
2019-10-28,1287.73,1256.1,1233.0,1205.0,1571.89,1467.93
2019-11-04,1276.18,1253.1,1233.0,1202.0,1572.41,1469.23
2019-11-11,1277.87,1252.64,1244.0,1205.0,1573.73,1470.29
2019-11-18,1279.06,1250.15,1238.0,1207.0,1573.81,1469.99
2019-11-25,1285.19,1252.28,1239.0,1204.0,1576.5,1470.24
2019-12-02,1295.37,1255.38,1243.0,1205.0,1580.78,1476.32
2019-12-09,1300.54,1252.28,1246.0,1210.0,1580.43,1476.08
2019-12-16,1302.13,1246.13,1228.0,1199.0,1578.01,1474.37
2020-01-06,1298.27,1272.75,1238.0,1221.0,1590.14,1489.21
2020-01-13,1304.57,1291.3,1243.0,1221.0,1593.76,1493.37
2020-01-20,1300.86,1285.49,1233.0,1209.0,1587.11,1488.57
2020-01-27,1300.11,1283.48,1225.0,1202.0,1587.13,1482.32
2020-02-03,1295.31,1262.32,1212.0,1186.0,1570.49,1468.97
2020-02-10,1289.1,1239.01,1201.0,1176.0,1554.68,1450.67
2020-02-17,1274.41,1213.8,1196.0,1160.0,1547.14,1441.36
2020-02-24,1257.49,1192.09,1211.0,1171.0,1545.5,1439.42
2020-03-02,1261.42,1196.06,1184.0,1138.0,1540.15,1432.16
2020-03-09,1266.84,1200.2,1157.0,1117.0,1522.31,1414.2
2020-03-16,1245.01,1172.53,1071.0,1053.0,1496.59,1389.03
2020-03-23,1206.04,1142.24,1085.0,1060.0,1477.47,1368.48
2020-03-30,1118.0,1067.12,1083.0,1063.0,1456.54,1347.81
2020-04-06,1029.52,1011.67,1086.0,1060.0,1436.81,1328.02
2020-04-20,1000.35,996.28,1043.0,1026.0,1411.26,1306.43
2020-04-27,1000.34,995.18,1035.0,1012.0,1391.61,1287.06
2020-05-04,1001.25,996.7,1022.0,998.0,1374.28,1267.15
2020-05-11,1001.57,997.28,1019.0,996.0,1362.01,1252.79
2020-05-18,1001.03,995.93,992.0,978.0,1356.75,1247.39
2020-05-25,1001.2,998.13,1006.0,983.0,1366.77,1256.37
2020-06-01,1001.77,1000.33,1011.0,984.0,1371.48,1260.85
2020-06-08,1001.49,997.23,1014.0,991.0,1371.01,1260.4
2020-06-15,1002.97,1000.71,1021.0,999.0,1377.77,1266.49
2020-06-22,1003.17,1000.44,1035.0,1010.0,1385.38,1273.05
2020-06-29,1003.75,1002.55,1048.0,1019.0,1399.18,1285.53
2020-07-06,1003.78,1002.7,1046.0,1017.0,1400.83,1287.79
2020-07-13,1003.87,1001.34,1056.0,1027.0,1403.8,1290.32
2020-07-20,1002.73,1002.41,1059.0,1031.0,1404.6,1290.83
2020-07-27,1004.84,1002.71,1061.0,1028.0,1403.56,1289.74
2020-08-03,1004.87,1003.21,1059.0,1030.0,1401.66,1288.34
2020-08-10,1006.29,1003.62,1058.0,1026.0,1397.66,1284.32
2020-08-17,1007.21,1008.07,1062.0,1028.0,1398.23,1284.55
2020-08-24,1006.31,1006.45,1061.0,1024.0,1399.68,1285.56
2020-08-31,1005.98,1005.73,1074.0,1031.0,1400.08,1285.19
2020-09-07,1003.9,999.94,1070.0,1026.0,1398.48,1281.64
2020-09-14,1003.18,1000.89,1066.0,1019.0,1392.04,1274.28
2020-09-21,1002.8,998.8,1065.0,1015.0,1388.7,1267.41
2020-09-28,1003.36,1002.07,1063.0,1009.0,1389.54,1264.94
2020-10-05,1001.81,999.33,1066.0,1008.0,1388.24,1262.69
2020-10-12,1001.93,999.3,1065.0,1006.0,1388.63,1261.0
2020-10-19,1001.09,1006.34,1059.0,1000.0,1389.14,1260.48
2020-10-26,998.69,1014.53,1052.0,986.0,1387.72,1258.51
2020-11-02,989.87,1001.97,1048.0,990.0,1383.88,1254.77
2020-11-09,969.97,1002.07,1041.0,994.0,1378.34,1248.72
2020-11-16,954.64,999.78,1041.0,1001.0,1385.46,1255.3
2020-11-23,965.57,1012.8,1063.0,1021.0,1393.24,1264.11
2020-11-30,974.38,1031.1,1061.0,1027.0,1403.62,1275.25
2020-12-07,982.41,1037.7,1073.0,1042.0,1409.34,1283.79
2020-12-14,997.59,1059.33,1072.0,1041.0,1412.51,1288.31
2020-12-21,1002.68,1067.25,1072.0,1043.0,1427.58,1304.31
2021-01-11,1021.67,1091.77,1093.0,1069.0,1450.07,1324.98
2021-01-18,1032.34,1094.98,1119.0,1083.0,1465.98,1339.45
2021-01-25,1057.49,1112.22,1128.0,1088.0,1476.16,1346.45
2021-02-01,1074.06,1122.32,1125.0,1085.0,1479.99,1350.56
2021-02-08,1075.45,1120.05,1143.0,1101.0,1488.9,1360.65
2021-02-15,1086.11,1134.93,1150.0,1123.0,1500.43,1372.94
2021-02-22,1102.56,1155.59,1166.0,1135.0,1518.55,1390.91
2021-03-01,1119.79,1174.84,1181.0,1147.0,1536.58,1408.45
2021-03-08,1142.17,1189.13,1196.0,1156.0,1549.65,1421.19
2021-03-15,1157.35,1197.25,1216.0,1168.0,1566.15,1436.07
2021-03-22,1174.34,1206.22,1209.0,1163.0,1578.77,1444.98
2021-03-29,1183.97,1206.14,1214.0,1167.0,1575.35,1440.3
2021-04-12,1170.94,1187.52,1218.0,1163.0,1573.52,1435.18
2021-04-19,1172.94,1184.85,1225.0,1168.0,1574.45,1435.66
2021-04-26,1172.22,1190.3,1232.0,1170.0,1577.01,1437.6
2021-05-03,1178.13,1198.25,1236.0,1173.0,1578.94,1438.83
2021-05-10,1176.55,1199.66,1254.0,1190.0,1587.82,1447.2
2021-05-17,1190.62,1219.46,1246.0,1187.0,1593.07,1452.65
2021-05-24,1201.54,1227.76,1243.0,1186.0,1592.41,1451.33
2021-05-31,1193.4,1234.17,1245.0,1188.0,1590.02,1447.99
2021-06-07,1188.24,1232.66,1250.0,1194.0,1599.04,1457.56
2021-06-14,1197.12,1246.63,1253.0,1203.0,1605.46,1464.81
2021-06-21,1207.15,1260.08,1267.0,1213.0,1614.47,1474.15
2021-06-28,1217.18,1270.63,1278.0,1224.0,1624.61,1485.76
2021-07-05,1234.29,1283.83,1283.0,1227.0,1634.34,1494.54
2021-07-12,1250.08,1294.43,1307.0,1245.0,1649.6,1507.91
2021-07-19,1259.02,1299.81,1312.0,1239.0,1655.26,1512.84
2021-07-26,1268.75,1301.67,1317.0,1243.0,1653.59,1510.57
2021-08-02,1267.63,1304.53,1329.0,1249.0,1655.53,1510.17
2021-08-09,1268.62,1303.19,1330.0,1248.0,1657.41,1509.98
2021-08-16,1277.45,1314.07,1328.0,1248.0,1656.16,1507.75
2021-08-23,1266.68,1293.7,1320.0,1240.0,1652.39,1503.43
2021-08-30,1255.83,1290.45,1326.0,1252.0,1650.23,1499.96
2021-09-06,1248.92,1296.95,1323.0,1250.0,1655.19,1504.1
2021-09-13,1262.85,1309.94,1325.0,1252.0,1662.09,1510.06
2021-09-20,1282.86,1313.92,1321.0,1259.0,1670.67,1516.64
2021-09-27,1293.58,1323.31,1325.0,1277.0,1676.36,1523.47
2021-10-04,1284.85,1345.84,1342.0,1307.0,1686.89,1536.73
2021-10-11,1288.2,1374.07,1382.0,1353.0,1713.07,1567.13
2021-10-18,1319.12,1411.34,1398.0,1380.0,1733.84,1593.18
2021-10-25,1342.12,1430.8,1404.0,1398.0,1745.84,1607.9
2021-11-01,1356.22,1452.09,1410.0,1402.0,1749.25,1613.08
2021-11-08,1365.67,1470.55,1427.0,1411.0,1750.76,1613.84
2021-11-15,1371.51,1473.6,1438.0,1418.0,1749.56,1612.92
2021-11-22,1363.79,1473.84,1425.0,1406.0,1746.87,1611.31
2021-11-29,1357.49,1450.44,1426.0,1407.0,1742.76,1607.49
2021-12-06,1343.01,1442.78,1405.0,1392.0,1732.9,1597.75
2021-12-13,1302.28,1415.11,1397.0,1388.0,1725.35,1590.37
